"","7d Intestinal","Egg white","Eggshell","Mat. Cloaca","Mat. Intestinal","Mat. Magnum","Meconium","Yolk sac","index","stat","p.value","feature"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__unclassified_g__Bacteroides; OTU4890",0,0,0,0,1,0,0,0,5,0.687735468443879,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__unclassified_g__Bacteroides; OTU4890"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Eubacterium_coprostanoligenes_group;g__norank_f__Eubacterium_coprostanoligenes_group;s__gut_metagenome_g__norank_f__Eubacterium_coprostanoligenes_group; OTU6973",0,0,0,0,1,0,0,0,5,0.331276553354061,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Eubacterium_coprostanoligenes_group;g__norank_f__Eubacterium_coprostanoligenes_group;s__gut_metagenome_g__norank_f__Eubacterium_coprostanoligenes_group; OTU6973"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__unclassified_f__Barnesiellaceae;s__unclassified_f__Barnesiellaceae; OTU7401",0,0,0,1,1,0,0,0,27,0.466508119587491,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__unclassified_f__Barnesiellaceae;s__unclassified_f__Barnesiellaceae; OTU7401"
"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__unclassified_g__Acinetobacter; OTU4439",0,0,0,0,0,0,0,1,8,0.614375323202549,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__unclassified_g__Acinetobacter; OTU4439"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__unclassified_g__Butyricicoccus; OTU7998",0,0,0,0,1,0,0,0,5,0.409258748560806,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__unclassified_g__Butyricicoccus; OTU7998"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__unclassified_g__Bacteroides; OTU8296",0,0,0,0,1,0,0,0,5,0.534051591407872,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__unclassified_g__Bacteroides; OTU8296"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__unclassified_f__Oscillospiraceae;s__unclassified_f__Oscillospiraceae; OTU1131",0,0,0,0,1,0,0,0,5,0.376774507342066,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__unclassified_f__Oscillospiraceae;s__unclassified_f__Oscillospiraceae; OTU1131"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Clostridium_methylpentosum_group;g__norank_f__Clostridium_methylpentosum_group;s__unclassified_g__norank_f__Clostridium_methylpentosum_group; OTU4500",1,0,0,0,0,0,0,0,1,0.682067098401968,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Clostridium_methylpentosum_group;g__norank_f__Clostridium_methylpentosum_group;s__unclassified_g__norank_f__Clostridium_methylpentosum_group; OTU4500"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__gut_metagenome_g__Lactobacillus; OTU3131",0,0,1,0,1,0,0,0,23,0.489792734739966,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__gut_metagenome_g__Lactobacillus; OTU3131"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__unclassified_f__Oscillospiraceae;s__unclassified_f__Oscillospiraceae; OTU5967",1,0,0,0,0,0,0,0,1,0.527608063320342,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__unclassified_f__Oscillospiraceae;s__unclassified_f__Oscillospiraceae; OTU5967"
"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium;s__uncultured_bacterium_g__Undibacterium; OTU9879",0,0,0,0,0,1,0,0,6,0.401526427786796,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium;s__uncultured_bacterium_g__Undibacterium; OTU9879"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__uncultured_bacterium_g__Subdoligranulum; OTU6528",0,0,1,0,1,0,0,0,23,0.414349781944793,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__uncultured_bacterium_g__Subdoligranulum; OTU6528"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__unclassified_f__Ruminococcaceae;s__unclassified_f__Ruminococcaceae; OTU6495",1,0,0,0,0,0,0,0,1,0.284479349225387,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__unclassified_f__Ruminococcaceae;s__unclassified_f__Ruminococcaceae; OTU6495"
"d__Bacteria;k__norank_d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7a;s__uncultured_bacterium_g__TM7a; OTU4405",0,1,0,0,0,0,0,0,2,0.343852712247717,0.04,"d__Bacteria;k__norank_d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7a;s__uncultured_bacterium_g__TM7a; OTU4405"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU2176",1,0,0,0,0,0,0,0,1,0.462198102611703,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU2176"
"d__Bacteria;k__norank_d__Bacteria;p__unclassified_k__norank_d__Bacteria;c__unclassified_k__norank_d__Bacteria;o__unclassified_k__norank_d__Bacteria;f__unclassified_k__norank_d__Bacteria;g__unclassified_k__norank_d__Bacteria;s__unclassified_k__norank_d__Bacteria; OTU6951",0,0,0,0,1,0,0,0,5,0.380047537364443,0.04,"d__Bacteria;k__norank_d__Bacteria;p__unclassified_k__norank_d__Bacteria;c__unclassified_k__norank_d__Bacteria;o__unclassified_k__norank_d__Bacteria;f__unclassified_k__norank_d__Bacteria;g__unclassified_k__norank_d__Bacteria;s__unclassified_k__norank_d__Bacteria; OTU6951"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU2873",1,0,0,0,0,0,0,0,1,0.436958593829122,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU2873"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__unclassified_g__Anaerotruncus; OTU9353",1,0,0,0,0,0,0,0,1,0.582456942371769,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__unclassified_g__Anaerotruncus; OTU9353"
"d__Bacteria;k__norank_d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Gastranaerophilales;f__norank_o__Gastranaerophilales;g__norank_f__norank_o__Gastranaerophilales;s__uncultured_bacterium_g__norank_f__norank_o__Gastranaerophilales; OTU5984",0,0,1,0,1,0,0,0,23,0.353479687566975,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Gastranaerophilales;f__norank_o__Gastranaerophilales;g__norank_f__norank_o__Gastranaerophilales;s__uncultured_bacterium_g__norank_f__norank_o__Gastranaerophilales; OTU5984"
"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_faeni; OTU9197",0,0,0,0,0,0,0,1,8,0.337763702470572,0.03,"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_faeni; OTU9197"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU8750",0,0,1,0,1,0,0,0,23,0.569362019856748,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU8750"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_AD3011_group;s__uncultured_bacterium_g__Family_XIII_AD3011_group; OTU7231",0,0,1,0,1,0,0,0,23,0.428403494738706,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_AD3011_group;s__uncultured_bacterium_g__Family_XIII_AD3011_group; OTU7231"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__unclassified_o__Oscillospirales;g__unclassified_o__Oscillospirales;s__unclassified_o__Oscillospirales; OTU1924",1,0,0,0,0,0,0,0,1,0.372910428665785,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__unclassified_o__Oscillospirales;g__unclassified_o__Oscillospirales;s__unclassified_o__Oscillospirales; OTU1924"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__unclassified_f__Ruminococcaceae;s__unclassified_f__Ruminococcaceae; OTU5431",0,0,0,0,1,0,0,0,5,0.33528549281839,0.04,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__unclassified_f__Ruminococcaceae;s__unclassified_f__Ruminococcaceae; OTU5431"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU2228",1,0,0,0,0,0,0,0,1,0.618948583943523,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU2228"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__unclassified_c__Clostridia;f__unclassified_c__Clostridia;g__unclassified_c__Clostridia;s__unclassified_c__Clostridia; OTU5212",0,0,0,0,1,0,0,0,5,0.496668604758501,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__unclassified_c__Clostridia;f__unclassified_c__Clostridia;g__unclassified_c__Clostridia;s__unclassified_c__Clostridia; OTU5212"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__unclassified_g__Parabacteroides; OTU5588",0,0,0,1,0,0,0,0,4,0.296808360537511,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__unclassified_g__Parabacteroides; OTU5588"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__unclassified_g__Blautia; OTU5926",1,0,0,0,1,0,0,1,54,0.311249971360956,0.04,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__unclassified_g__Blautia; OTU5926"
"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Pleomorphomonadaceae;g__norank_f__Pleomorphomonadaceae;s__uncultured_Rhizobiales_bacterium_g__norank_f__Pleomorphomonadaceae; OTU9238",0,0,0,0,0,0,0,1,8,0.403639253143857,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Pleomorphomonadaceae;g__norank_f__Pleomorphomonadaceae;s__uncultured_Rhizobiales_bacterium_g__norank_f__Pleomorphomonadaceae; OTU9238"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__unclassified_o__Bacteroidales;g__unclassified_o__Bacteroidales;s__unclassified_o__Bacteroidales; OTU8295",0,0,0,0,1,0,0,0,5,0.659210058101209,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__unclassified_o__Bacteroidales;g__unclassified_o__Bacteroidales;s__unclassified_o__Bacteroidales; OTU8295"
"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium_tuberculosis_g__Mycobacterium; OTU216",0,0,0,0,0,0,0,1,8,0.588588712144136,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium_tuberculosis_g__Mycobacterium; OTU216"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__uncultured_bacterium_g__Faecalibacterium; OTU8944",0,0,1,0,1,0,0,0,23,0.62512496930005,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__uncultured_bacterium_g__Faecalibacterium; OTU8944"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU5337",0,0,0,0,1,0,0,0,5,0.678381241152606,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU5337"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU5330",0,0,1,0,1,0,0,0,23,0.364936524042913,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU5330"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU5331",0,0,0,0,1,0,0,0,5,0.41853789296514,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU5331"
"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__unclassified_g__Olsenella; OTU242",0,0,1,1,1,0,0,0,73,0.58704240049158,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__unclassified_g__Olsenella; OTU242"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium_faecium; OTU194",0,1,0,0,0,0,0,0,2,0.41992396775749,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium_faecium; OTU194"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__norank_f__Ruminococcaceae;s__unclassified_g__norank_f__Ruminococcaceae; OTU4437",1,0,0,0,0,0,0,0,1,0.527909541355388,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__norank_f__Ruminococcaceae;s__unclassified_g__norank_f__Ruminococcaceae; OTU4437"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Mogibacterium_sp._Marseille-P2645; OTU6958",0,0,0,0,1,0,0,0,5,0.409659503445044,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Mogibacterium_sp._Marseille-P2645; OTU6958"
"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__unclassified_g__Olsenella; OTU6110",0,0,0,0,1,0,0,0,5,0.648287309231434,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__unclassified_g__Olsenella; OTU6110"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__norank_f__Ruminococcaceae;s__metagenome_g__norank_f__Ruminococcaceae; OTU2022",1,0,0,0,0,0,0,0,1,0.334006407727407,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__norank_f__Ruminococcaceae;s__metagenome_g__norank_f__Ruminococcaceae; OTU2022"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU5722",0,0,0,0,1,0,0,0,5,0.554284003371249,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU5722"
"d__Bacteria;k__norank_d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__norank_f__Roseiflexaceae;s__uncultured_bacterium_g__norank_f__Roseiflexaceae; OTU550",0,0,0,0,0,1,0,0,6,0.296064721352521,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__norank_f__Roseiflexaceae;s__uncultured_bacterium_g__norank_f__Roseiflexaceae; OTU550"
"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._Marseille-P3166; OTU6421",0,0,0,0,1,0,0,0,5,0.378840469181814,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._Marseille-P3166; OTU6421"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__norank_o__RF39;g__norank_f__norank_o__RF39;s__unclassified_g__norank_f__norank_o__RF39; OTU5565",0,0,1,0,0,0,0,0,3,0.3708748562635,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__norank_o__RF39;g__norank_f__norank_o__RF39;s__unclassified_g__norank_f__norank_o__RF39; OTU5565"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU6414",1,0,0,0,0,0,0,0,1,0.408763385107149,0.02,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU6414"
"d__Bacteria;k__norank_d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Candidatus_Saccharimonas;s__uncultured_bacterium_g__Candidatus_Saccharimonas; OTU5731",0,0,1,0,0,0,0,0,3,0.474399332497618,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Candidatus_Saccharimonas;s__uncultured_bacterium_g__Candidatus_Saccharimonas; OTU5731"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UCG-009;s__unclassified_g__UCG-009; OTU5956",0,0,1,0,1,0,0,0,23,0.468483352715144,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UCG-009;s__unclassified_g__UCG-009; OTU5956"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__unclassified_c__Clostridia;f__unclassified_c__Clostridia;g__unclassified_c__Clostridia;s__unclassified_c__Clostridia; OTU8892",0,0,0,0,1,0,0,0,5,0.432695116529639,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__unclassified_c__Clostridia;f__unclassified_c__Clostridia;g__unclassified_c__Clostridia;s__unclassified_c__Clostridia; OTU8892"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_torques_group;s__unclassified_g__Ruminococcus_torques_group; OTU2952",1,0,0,0,0,0,0,0,1,0.691911459153847,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_torques_group;s__unclassified_g__Ruminococcus_torques_group; OTU2952"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Desemzia;s__Desemzia_incerta; OTU5608",0,0,1,0,0,0,0,0,3,0.52974513552161,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Desemzia;s__Desemzia_incerta; OTU5608"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU2577",1,0,0,0,0,0,0,0,1,0.537025105264663,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__unclassified_g__Lactobacillus; OTU2577"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU2412",0,0,0,0,1,0,0,0,5,0.420475119286815,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__unclassified_f__Lachnospiraceae;s__unclassified_f__Lachnospiraceae; OTU2412"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__Peptococcus;s__uncultured_bacterium_g__Peptococcus; OTU126",0,0,0,0,1,0,0,0,5,0.589550596190928,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__Peptococcus;s__uncultured_bacterium_g__Peptococcus; OTU126"
"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU3095",1,0,0,0,0,0,0,0,1,0.587752455092694,0.01,"d__Bacteria;k__norank_d__Bacteria;p__Firmicutes;c__unclassified_p__Firmicutes;o__unclassified_p__Firmicutes;f__unclassified_p__Firmicutes;g__unclassified_p__Firmicutes;s__unclassified_p__Firmicutes; OTU3095"
